62	50	56	39	48	38	6	25	26	70
17	38	64	23	79	69	92	43	20	18
70	46	85	12	4	95	37	68	6	51
17	87	29	60	61	56	67	81	7	3
18	47	60	43	72	79	73	76	63	18
86	7	9	12	52	100	19	64	90	17
18	63	43	65	25	33	66	65	15	86
48	98	71	3	100	90	91	59	97	61
6	63	17	54	12	40	49	13	37	65
29	54	97	99	29	43	81	20	93	51
80	82	70	98	52	1	68	7	3	9
13	73	9	60	99	66	64	86	35	56
21	5	12	74	69	90	83	81	38	34
92	63	78	24	26	29	20	30	13	51
46	27	34	77	31	8	69	83	49	11
76	57	59	39	98	62	39	6	4	36
93	11	50	63	62	37	99	98	77	49
79	47	85	8	43	13	71	37	86	3
83	93	75	93	71	65	25	61	26	21
11	68	7	99	22	13	84	96	37	58
91	10	66	91	79	81	41	52	17	44
59	47	2	68	89	15	77	95	3	34
7	85	35	46	3	53	31	92	69	41
91	53	26	71	85	43	61	56	58	28
12	2	17	61	88	87	14	48	69	67
35	64	66	11	44	98	25	51	73	70
68	82	22	97	93	21	80	13	33	68
9	72	93	63	19	100	57	94	34	67
53	64	72	24	39	82	87	67	32	25
11	83	69	34	21	57	59	90	44	87
13	63	46	39	100	71	40	54	96	14
3	88	59	67	56	15	54	40	57	73
41	25	25	57	60	90	12	49	58	38
79	66	41	70	59	95	2	94	89	21
29	11	7	41	46	58	31	46	26	5
84	31	100	18	57	53	80	68	37	56
72	78	48	66	18	71	70	54	95	50
42	35	75	23	28	26	43	85	10	93
41	89	39	8	31	1	20	60	36	32
64	31	88	89	72	83	100	14	14	37
88	48	96	39	88	85	28	55	91	19
37	75	5	72	2	38	33	78	71	49
66	93	67	56	60	10	99	1	89	84
19	3	1	19	61	37	76	31	27	20
95	90	100	43	11	60	33	54	99	80
59	48	21	6	82	74	41	26	36	87
96	85	50	61	62	79	5	79	15	13
44	21	59	6	45	33	11	12	89	59
81	22	41	19	77	23	28	41	84	45
92	67	71	100	3	54	3	73	51	4
97	7	25	32	26	44	15	60	94	79
19	35	12	19	67	73	58	60	11	21
9	86	100	80	31	8	34	4	68	90
41	91	65	21	5	84	19	25	85	17
99	57	22	48	58	64	86	88	62	90
83	45	21	74	99	10	53	96	89	3
69	67	4	26	31	51	83	28	74	8
92	3	98	42	4	86	93	19	4	8
48	33	24	55	74	38	77	53	19	46
100	93	6	15	94	47	14	12	71	81
52	46	14	58	9	59	74	16	99	74
85	49	85	32	37	83	70	84	68	76
73	60	14	47	54	89	79	90	92	53
74	64	38	93	15	89	38	1	44	48
10	90	14	11	67	55	43	66	88	29
5	11	75	97	44	4	57	81	50	50
25	93	80	95	34	20	14	36	41	66
12	7	34	17	25	6	2	79	12	27
28	63	47	76	34	4	15	95	83	88
90	51	18	28	61	63	95	95	54	4
85	47	46	75	17	1	54	8	22	55
67	29	1	55	11	92	93	14	62	13
79	85	90	42	9	44	80	24	98	12
49	47	56	68	69	28	9	73	62	68
95	96	59	23	95	76	99	35	94	72
87	47	99	66	5	56	38	34	1	87
44	85	91	11	38	56	7	78	80	73
72	72	69	21	6	24	88	35	40	18
8	25	18	66	100	51	26	57	73	93
78	15	59	77	41	55	49	96	87	4
3	40	37	23	76	37	71	54	48	21
7	73	91	91	11	2	42	79	79	72
35	60	47	85	61	42	7	69	89	52
15	29	6	71	8	15	81	8	16	33
88	48	46	94	27	53	71	68	78	8
83	100	17	22	61	75	47	66	61	78
35	21	85	57	89	71	65	86	12	95
8	47	6	55	8	1	84	45	60	61
19	89	9	34	28	46	99	78	99	13
37	55	29	83	40	33	41	10	53	72
27	6	51	43	39	50	43	100	38	52
75	26	82	68	20	22	48	10	100	38
61	47	43	55	57	48	67	15	92	83
16	66	64	24	32	36	4	11	47	58
17	32	19	85	38	27	98	95	57	61
92	36	74	73	22	1	23	2	67	96
47	21	45	62	21	81	99	84	57	75
30	72	68	78	12	14	38	25	24	78
10	35	60	1	7	89	7	34	89	66
8	3	16	81	10	39	70	95	97	100
88	46	91	18	41	38	2	26	30	7
85	64	99	27	42	100	65	69	91	96
28	35	3	46	87	36	49	100	73	99
94	42	87	48	4	16	49	93	6	86
97	88	35	10	70	94	21	53	34	96
18	50	67	42	66	83	78	24	57	3
58	67	100	6	7	12	37	46	45	39
39	35	82	60	20	89	32	16	34	85
93	77	6	2	77	34	4	31	58	24
25	12	6	58	100	70	42	16	79	15
48	13	42	57	75	53	23	34	55	22
77	10	39	74	64	61	21	52	84	41
62	17	83	76	79	26	78	13	56	47
42	89	14	23	60	31	56	26	49	71
48	54	71	5	80	41	62	73	50	34
11	50	34	17	2	39	24	76	24	88
6	19	36	38	43	12	42	16	63	48
34	8	100	50	62	27	47	78	67	97
52	79	66	99	28	33	41	42	65	26
41	23	55	90	76	46	55	63	76	81
98	81	84	10	20	22	80	70	68	83
98	22	16	4	8	78	3	35	54	67
68	54	92	90	16	91	73	3	55	68
88	36	78	49	96	62	15	85	32	47
23	32	36	51	45	33	44	8	2	88
94	72	68	26	57	48	34	86	92	71
12	21	76	45	41	35	1	3	8	56
87	74	96	25	72	40	90	34	80	51
48	72	81	29	99	47	91	25	91	82
76	40	46	4	5	3	44	84	17	35
25	32	88	19	91	85	90	88	88	38
63	4	24	76	43	32	56	75	45	42
49	70	13	56	77	39	94	2	54	83
58	30	96	1	77	38	95	73	62	14
29	98	34	47	7	67	8	2	87	86
72	43	48	67	47	97	68	37	86	32
61	44	65	91	68	79	15	50	29	24
11	28	31	22	10	40	20	5	22	64
19	37	33	75	77	65	53	65	6	92
34	11	56	1	85	26	82	43	86	94
53	62	84	41	64	63	10	81	53	56
48	31	52	4	31	20	20	72	98	42
99	30	66	41	80	62	85	51	45	56
60	85	68	22	67	14	14	17	3	15
47	62	92	54	38	22	62	30	38	31
70	37	27	1	86	39	77	73	86	59
99	90	87	40	47	14	92	16	11	1
92	49	81	47	12	6	86	16	68	77
83	71	75	33	25	88	69	82	72	34
45	95	15	66	25	39	33	81	43	56
33	99	7	28	7	46	1	11	17	48
95	36	99	19	100	96	21	56	97	5
85	58	12	89	56	20	75	24	43	79
88	77	20	45	33	55	60	5	94	73
73	66	93	67	92	84	94	56	39	7
85	11	3	31	37	67	54	81	2	21
24	80	93	8	67	91	3	13	87	23
54	15	23	96	80	49	50	89	12	57
88	74	30	67	78	95	13	16	15	52
3	35	13	38	50	28	49	69	21	100
8	26	41	71	32	15	52	91	67	66
59	4	9	80	80	30	26	4	69	15
56	14	91	54	61	48	20	60	29	28
7	45	55	4	94	9	47	96	11	68
32	82	62	60	91	27	56	25	70	37
48	72	47	36	47	14	57	60	11	68
2	18	28	47	65	84	87	96	92	49
84	40	11	48	97	33	82	78	69	79
16	17	73	69	49	51	69	26	34	42
68	61	17	5	75	66	50	41	69	17
85	26	54	78	33	5	44	31	17	86
78	51	92	13	43	5	94	85	31	88
99	43	59	3	47	57	88	96	64	13
99	43	14	18	14	6	46	84	35	52
40	58	93	42	74	24	18	21	26	12
60	43	14	46	65	14	80	18	46	80
18	51	17	68	14	39	82	29	36	11
18	54	41	100	47	53	5	80	5	43
42	80	30	82	33	96	87	46	96	72
36	2	66	84	82	82	23	26	46	60
62	10	70	53	51	100	93	3	35	50
80	13	82	2	25	26	78	67	79	65
83	14	42	70	9	28	1	14	32	49
98	42	55	64	73	83	17	52	57	75
83	34	88	30	25	3	81	80	61	73
33	17	80	26	11	52	59	54	49	51
86	98	80	50	95	81	36	46	1	38
11	76	1	75	62	10	37	66	98	46
3	19	7	25	100	100	28	18	93	84
31	29	32	25	73	52	69	18	92	28
86	64	53	44	10	16	46	13	32	24
17	81	36	43	72	9	2	45	60	24
100	15	80	87	28	8	48	16	37	65
81	56	60	50	67	65	61	29	29	88
3	57	31	58	11	3	35	49	13	74
3	30	93	18	22	48	31	28	27	60
76	67	8	49	53	41	33	21	83	2
93	100	36	10	55	32	51	67	4	67
58	7	25	17	48	45	66	88	79	54
71	70	16	46	88	82	81	43	70	95
99	35	84	9	33	46	68	35	61	55
82	75	39	78	91	56	81	58	53	35
89	79	36	86	12	19	3	18	63	20
5	28	2	87	1	12	69	95	14	4
72	44	50	56	46	85	76	55	15	2
28	46	48	17	4	10	41	18	58	88
59	68	34	86	1	12	77	50	33	85
36	18	68	68	79	4	30	48	4	54
27	92	1	42	37	47	32	42	85	28
76	87	32	89	56	66	43	82	61	66
16	82	6	8	51	30	88	93	49	76
26	65	48	10	49	99	37	22	35	18
39	5	18	27	54	11	49	38	87	18
24	12	67	13	6	40	26	58	76	94
69	30	10	85	2	64	70	15	82	36
38	59	49	38	62	12	6	68	28	87
57	62	4	92	70	25	51	59	5	83
24	43	53	25	48	47	82	7	35	93
32	15	37	9	46	54	61	61	37	75
37	41	49	100	22	53	75	53	37	30
93	33	76	55	8	73	97	96	14	83
99	26	89	17	48	76	1	94	81	64
72	16	70	92	51	84	16	10	22	84
77	90	48	94	69	15	45	82	6	6
